file_name,source
diamonds.csv,https://www.kaggle.com/shivam2503/diamonds
heart_failure_clinical_records_dataset.csv,https://www.kaggle.com/andrewmvd/heart-failure-clinical-data
pokemon.csv,https://www.kaggle.com/abcsds/pokemon
weatherAUS.csv,https://www.kaggle.com/jsphyg/weather-dataset-rattle-package
winequality-red.csv,https://www.kaggle.com/uciml/red-wine-quality-cortez-et-al-2009
